trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.99, 'e': 0.01168736303871439}",20,0,26.89771313544185,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
186,False,"{'a': 0.99, 'e': 0.011562030292519366}",20,7,22.441894312015062,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.99, 'e': 0.011438702851096686}",20,9,20.80874024657581,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.99, 'e': 0.01131733816206428}",20,7,11.297890637723727,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
189,False,"{'a': 0.99, 'e': 0.011197894795778391}",25,17,16.28990332898937,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.99, 'e': 0.0110803324099723}",20,9,23.79532065086281,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.99, 'e': 0.010964611715687616}",20,3,23.76158453206809,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.99, 'e': 0.010850694444444442}",30,12,35.60165821541587,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.99, 'e': 0.010738543316599103}",25,19,-11.503066210454055,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
194,False,"{'a': 0.99, 'e': 0.010628122010840683}",20,14,11.868273951611215,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.99, 'e': 0.01051939513477975}",20,3,-11.30770365399823,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
196,False,"{'a': 0.99, 'e': 0.010412328196584754}",25,13,21.865738587610178,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.99, 'e': 0.010306887577623745}",20,10,16.41299312347973,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.99, 'e': 0.010203040506070809}",20,6,7.204118782977013,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
199,False,"{'a': 0.99, 'e': 0.010100755031438598}",25,6,30.4133464607341,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.99, 'e': 0.01}",20,2,11.7379950186726,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
201,False,"{'a': 0.99, 'e': 0.009900745031063586}",25,11,15.056066978021244,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.99, 'e': 0.009802960494069205}",20,3,27.495201656468467,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.99, 'e': 0.0097066174864714}",25,12,26.17456497155203,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.99, 'e': 0.009611687812379852}",25,18,12.656062636318074,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.99, 'e': 0.009518143961927425}",25,16,19.758095614610795,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.99, 'e': 0.009425959091337543}",25,6,7.389540077166558,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
207,False,"{'a': 0.99, 'e': 0.009335107003664026}",30,8,39.58202110991923,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.99, 'e': 0.009245562130177513}",30,13,32.21563808428875,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.99, 'e': 0.009157299512373799}",25,2,30.89502746566608,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.99, 'e': 0.009070294784580499}",30,5,37.98468928300608,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.99, 'e': 0.008984524157139327}",20,2,20.602247082869496,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
212,False,"{'a': 0.99, 'e': 0.008899964400142396}",20,13,10.785576211623724,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.99, 'e': 0.008816592827701733}",20,15,8.512546512663945,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.99, 'e': 0.008734387282732115}",20,4,30.198955481925776,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.99, 'e': 0.008653326122228232}",30,19,18.660334379491115,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.99, 'e': 0.008573388203017831}",20,11,16.502978682693133,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.99, 'e': 0.00849455286797341}",25,7,32.49146949159376,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.99, 'e': 0.0084167999326656}",20,6,23.85651382733465,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.99, 'e': 0.00834010967244219}",25,2,35.79081803553853,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.99, 'e': 0.008264462809917356}",20,13,12.087204590540168,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.99, 'e': 0.008189840502856205}",25,12,21.998340228394177,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.99, 'e': 0.008116224332440546}",20,8,21.649835882927277,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.99, 'e': 0.008043596291902108}",20,16,8.912297022267797,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.99, 'e': 0.007971938775510203}",20,0,21.185159491256297,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
225,False,"{'a': 0.99, 'e': 0.007901234567901235}",30,16,16.219861162115716,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.99, 'e': 0.007831466833737958}",30,16,24.551162695876346,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.99, 'e': 0.007762619107686932}",20,12,14.07193360708101,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.99, 'e': 0.007694675284702985}",25,7,25.048547123259137,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.99, 'e': 0.007627619610610018}",25,9,26.34373495928859,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.99, 'e': 0.007561436672967864}",25,0,19.33772473133797,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
231,False,"{'a': 0.99, 'e': 0.007496111392215288}",25,17,4.320333454652469,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.99, 'e': 0.007431629013079665}",20,1,28.692215812520953,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.99, 'e': 0.007367975096244175}",30,22,14.523494998082072,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.99, 'e': 0.007305135510263715}",35,20,27.193383959229877,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.99, 'e': 0.007243096423721141}",20,9,6.497685033497269,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.99, 'e': 0.007181844297615627}",30,19,19.12952490672832,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.99, 'e': 0.007121365877975394}",20,3,26.356813912629303,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.99, 'e': 0.007061648188687239}",20,0,-12.693378597728875,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
239,False,"{'a': 0.99, 'e': 0.007002678524535633}",20,0,25.05866950372955,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
240,False,"{'a': 0.99, 'e': 0.006944444444444444}",20,0,30.266169665545434,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
241,False,"{'a': 0.99, 'e': 0.006886933764914515}",30,15,28.838421569673645,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.99, 'e': 0.006830134553650706}",20,8,-19.837074555605557,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
243,False,"{'a': 0.99, 'e': 0.006774035123372115}",20,8,16.085226044053233,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.99, 'e': 0.006718624025799515}",20,6,25.504436026808342,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.99, 'e': 0.006663890045814244}",30,10,31.70916121196328,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.99, 'e': 0.006609822195782933}",25,17,15.360792121763787,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.99, 'e': 0.006556409710042779}",25,1,13.929191655652305,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
248,False,"{'a': 0.99, 'e': 0.006503642039542143}",25,14,18.653648836674325,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.99, 'e': 0.006451508846631505}",20,14,11.17631979640922,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.99, 'e': 0.0064}",25,4,33.393429933900734,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.99, 'e': 0.00634910556975286}",30,0,46.48770977101527,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.99, 'e': 0.006298815822625345}",20,6,27.77031925464954,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.99, 'e': 0.006249121217328813}",20,9,12.727442458571694,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.99, 'e': 0.006200012400024799}",20,8,20.909608117318527,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.99, 'e': 0.006151480199923107}",30,17,20.87677995862555,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.99, 'e': 0.006103515624999999}",20,13,14.695739939591757,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.99, 'e': 0.00605610985783282}",25,3,40.13608585071861,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.99, 'e': 0.006009254251547382}",30,1,32.786653527518844,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.99, 'e': 0.005962940325874688}",25,20,9.029226702292064,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.99, 'e': 0.005917159763313609}",20,9,24.111877359900294,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.99, 'e': 0.00587190440539628}",25,3,20.908295599776924,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
262,False,"{'a': 0.99, 'e': 0.005827166249053084}",25,8,26.151966359710748,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.99, 'e': 0.005782937443074209}",20,0,31.050789680977072,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
264,False,"{'a': 0.99, 'e': 0.005739210284664829}",20,11,18.81092971141564,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.99, 'e': 0.005695977216091136}",20,0,33.62365931909708,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
266,False,"{'a': 0.99, 'e': 0.005653230821414438}",25,0,35.645267232535396,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
267,False,"{'a': 0.99, 'e': 0.005610963823310749}",35,24,20.27724167724713,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.99, 'e': 0.005569169079973268}",30,16,17.932983846381553,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.99, 'e': 0.0055278395820953265}",25,8,30.353420338385703,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.99, 'e': 0.0054869684499314125}",20,13,15.908122180207904,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.99, 'e': 0.005446548930433953}",25,2,40.34824882477668,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.99, 'e': 0.0054065743944636665}",20,8,21.280068492692624,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.99, 'e': 0.0053670383340713}",20,3,28.908580537732472,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.99, 'e': 0.005327934359848686}",25,20,8.761497576698162,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.99, 'e': 0.005289256198347108}",20,8,25.35903640987383,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.99, 'e': 0.005250997689561016}",30,8,25.521819122541988,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.99, 'e': 0.00521315278447523}",30,3,49.29556939953774,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.99, 'e': 0.005175715542673775}",20,0,29.601453829133217,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.99, 'e': 0.005138680130008607}",20,13,15.107272755500237,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.99, 'e': 0.00510204081632653}",35,25,19.034187069511283,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.99, 'e': 0.005065791973252617}",20,13,13.940990707703985,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.99, 'e': 0.005029928072028569}",30,16,27.26133553355521,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.99, 'e': 0.004994443681404437}",25,10,-13.16891723252163,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
284,False,"{'a': 0.99, 'e': 0.0049593334655822245}",20,5,24.990903224342823,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.99, 'e': 0.0049245921822099106}",30,15,-13.92809488797505,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
286,False,"{'a': 0.99, 'e': 0.004890214680424471}",20,6,21.368285187757124,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.99, 'e': 0.0048561958989425625}",20,16,7.576853238651442,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.99, 'e': 0.004822530864197531}",20,15,1.0389378991539515,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.99, 'e': 0.004789214688521449}",20,8,18.47965800510427,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.99, 'e': 0.0047562425683709865}",25,0,37.52291752817055,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
291,False,"{'a': 0.99, 'e': 0.00472360978259586}",25,13,22.35370259788203,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.99, 'e': 0.004691311690748732}",20,8,16.704849269333522,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.99, 'e': 0.004659343731435428}",20,5,22.152240074985503,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.99, 'e': 0.004627701420704336}",25,6,33.21088825057021,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.99, 'e': 0.004596380350474002}",20,3,24.434263116083915,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.99, 'e': 0.004565376186997808}",30,16,20.132462132902347,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.99, 'e': 0.004534684669364803}",20,14,11.17389943218208,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.99, 'e': 0.0045043016080356735}",20,10,-1.91281122215179,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
299,False,"{'a': 0.99, 'e': 0.0044742228834129365}",20,5,3.36718949263995,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
300,False,"{'a': 0.99, 'e': 0.0044444444444444444}",25,16,18.07633548242313,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.99, 'e': 0.004414962307259301}",20,5,22.69659460770641,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.99, 'e': 0.004385772553835357}",30,18,23.59599065450394,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.99, 'e': 0.004356871330697426}",25,15,19.85121378364515,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.99, 'e': 0.004328254847645429}",25,18,15.689356772117243,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.99, 'e': 0.00429991937651169}",25,19,11.159633300083868,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.99, 'e': 0.004271861249946601}",20,13,-16.72259614802525,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 0}",1
307,False,"{'a': 0.99, 'e': 0.004244076860231938}",30,13,29.252937311070703,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.99, 'e': 0.004216562658121099}",20,5,26.11099053367158,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.99, 'e': 0.004189315151705574}",25,15,12.19116297052349,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.99, 'e': 0.004162330905306972}",20,10,15.79951413760225,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.99, 'e': 0.004135606538393937}",20,2,33.58447680786378,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.99, 'e': 0.004109138724523339}",20,12,-6.072633748479895,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
313,False,"{'a': 0.99, 'e': 0.004082924190305096}",35,26,17.828484484713474,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.99, 'e': 0.004056959714390036}",20,2,31.923988676903907,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.99, 'e': 0.004031242126480222}",25,13,-23.562478847065133,"{0: 10, 1: 0, 2: 0, 3: 2, 4: 0}",1
316,False,"{'a': 0.99, 'e': 0.00400576830636116}",25,3,35.922634376285664,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.99, 'e': 0.003980535182955347}",20,14,10.743298910252905,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.99, 'e': 0.003955539733396622}",20,10,20.977727040203106,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.99, 'e': 0.003930778982124782}",25,12,25.099507952930452,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.99, 'e': 0.00390625}",25,10,24.087858680141363,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.99, 'e': 0.0038819499034364957}",20,15,-31.215681104429002,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
322,False,"{'a': 0.99, 'e': 0.003857875853555032}",25,15,18.868622977068213,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.99, 'e': 0.003834025055353736}",20,8,22.228260758126552,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.99, 'e': 0.0038103947568968147}",35,13,40.60729364545743,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.99, 'e': 0.00378698224852071}",25,8,-12.2270487169334,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
326,False,"{'a': 0.99, 'e': 0.003763784862057285}",35,23,23.547847771356132,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.99, 'e': 0.0037407999700735995}",20,11,7.874020096347451,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
328,False,"{'a': 0.99, 'e': 0.003718024985127899}",25,7,34.50010941883762,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.99, 'e': 0.0036954573590413987}",25,0,-5.802945276343448,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
330,False,"{'a': 0.99, 'e': 0.0036730945821854912}",25,13,-18.00759233452163,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
331,False,"{'a': 0.99, 'e': 0.0036509341827840195}",20,11,16.05926193292699,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.99, 'e': 0.003628973726230221}",20,0,-14.095264707253865,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
333,False,"{'a': 0.99, 'e': 0.0036072108144180205}",25,12,21.824088750463662,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.99, 'e': 0.003585643085087311}",20,9,20.21165554856667,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.99, 'e': 0.0035642682111828917}",20,0,31.495419885437943,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
336,False,"{'a': 0.99, 'e': 0.003543083900226757}",20,16,9.5753603970437,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.99, 'e': 0.0035220878937033866}",25,14,19.867361393719708,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.99, 'e': 0.0035012779664577564}",25,16,13.423793062264041,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.99, 'e': 0.00348065192610576}",20,13,13.083809400623501,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.99, 'e': 0.0034602076124567475}",30,10,32.33349346093815,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.99, 'e': 0.00343994289694791}",25,0,35.60443832127075,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
342,False,"{'a': 0.99, 'e': 0.0034198556820902153}",25,5,36.67008326475876,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.99, 'e': 0.003399943900925634}",25,19,10.42701563141668,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.99, 'e': 0.003380205516495403}",20,3,24.693968925641045,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.99, 'e': 0.0033606385213190504}",20,0,-11.1451034177696,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
346,False,"{'a': 0.99, 'e': 0.0033412409368839585}",30,14,31.305693438160827,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.99, 'e': 0.0033220108131451964}",35,20,-12.984350505978183,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
348,False,"{'a': 0.99, 'e': 0.003302946228035407}",25,7,10.419087478899481,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
349,False,"{'a': 0.99, 'e': 0.0032840452869845075}",25,11,29.23530944579644,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.99, 'e': 0.0032653061224489797}",20,8,2.355162810287435,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
351,False,"{'a': 0.99, 'e': 0.00324672689345054}",30,15,15.419852016794236,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.99, 'e': 0.0032283057851239666}",25,3,41.015964131297565,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.99, 'e': 0.0032100410082738797}",25,10,26.06980228938653,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.99, 'e': 0.0031919307989402793}",25,0,41.69918976550267,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
355,False,"{'a': 0.99, 'e': 0.0031739734179726245}",20,14,7.979568477146102,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.99, 'e': 0.003156167150612296}",20,8,24.26011866047873,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.99, 'e': 0.003138510306083217}",20,10,-19.979219566231624,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
358,False,"{'a': 0.99, 'e': 0.003121001217190474}",20,10,22.87214621420375,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.99, 'e': 0.0031036382399267544}",30,20,16.28946039547984,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.99, 'e': 0.0030864197530864196}",20,0,27.294358862997555,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
361,False,"{'a': 0.99, 'e': 0.0030693441578870636}",30,16,21.14332174685527,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.99, 'e': 0.003052409877598363}",20,13,10.10008174136188,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.99, 'e': 0.003035615357178091}",25,10,26.32827483331535,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.99, 'e': 0.0030189590629151075}",25,17,16.072872423202544,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.99, 'e': 0.0030024394820791895}",20,12,11.26277873761589,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.99, 'e': 0.0029860551225775623}",20,12,12.914925593377466,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.99, 'e': 0.0029698045126179567}",20,8,21.894744338274194,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.99, 'e': 0.0029536862003780714}",25,11,25.562453797915634,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.99, 'e': 0.002937698753681304}",30,22,16.609115530232813,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
